id,source_name,Other_name,BZcat_name,ra,dec,WISE_mag_2,NVSS_FIRST_flux,z_flag,redshift,nu_flag,nu_peak,flux_peak,Fermi_counterpart,blazar_type,Fermi_gr_slope,Fermi_gr_slope_error,TEV_FOM
77,1WHSP J012711.0-015153,FIRSTJ01271-0151,5BZBJ0127-0151,21.79612,-1.86489,13.7,16.6,0,0,1,15.0,-12.3,--,0,-9999.0,-9999.0,0.1
132,1WHSP J022855.8-292716,-,--,37.23258,-29.45461,14.7,5.8,0,0,1,15.0,-12.4,--,1,-9999.0,-9999.0,0.08
151,1WHSP J025434.3-454326,-,--,43.64304,-45.72392,14.1,16.8,0,0,1,15.0,-12.5,--,1,-9999.0,-9999.0,0.06
514,1WHSP J122147.5-135158,-,--,185.44808,-13.86633,14.7,10.5,0,0,1,15.0,-12.5,--,1,-9999.0,-9999.0,0.06
554,1WHSP J125800.1-283524,1WGAJ1258.0-2835,--,194.50054,-28.59017,14.4,34.2,0,0,1,15.0,-12.6,--,1,-9999.0,-9999.0,0.05
746,1WHSP J155850.3-034552,-,--,239.70992,-3.76469,14.5,15.0,0,0,1,15.0,-12.7,--,1,-9999.0,-9999.0,0.04
767,1WHSP J161921.6+760508,-,--,244.84029,76.08581,15.0,11.3,0,0,1,15.0,-13.0,--,1,-9999.0,-9999.0,0.02
801,1WHSP J170550.2+641826,-,--,256.45925,64.30736,15.2,4.2,0,0,1,15.0,-13.0,--,1,-9999.0,-9999.0,0.02
70,1WHSP J012006.3+215920,-,--,20.02637,21.98903,12.7,13.1,0,0,1,15.1,-12.0,--,1,-9999.0,-9999.0,0.2
197,1WHSP J035807.2-545139,-,--,59.53029,-54.86089,14.1,30.3,0,0,1,15.1,-12.6,--,1,-9999.0,-9999.0,0.05
231,1WHSP J045744.2-014932,-,--,74.43433,-1.82558,13.7,10.0,0,0,1,15.1,-12.4,--,1,-9999.0,-9999.0,0.08
283,1WHSP J064827.4+711313,-,--,102.11442,71.22044,14.2,3.9,0,0,1,15.1,-12.3,--,1,-9999.0,-9999.0,0.1
456,1WHSP J112411.7-371009,-,--,171.049,-37.16917,15.6,11.9,0,0,1,15.1,-11.7,--,1,-9999.0,-9999.0,0.4
836,1WHSP J180432.3+614120,1RXSJ180432.2+61411,--,271.13463,61.68908,14.9,3.8,0,0,1,15.1,-12.9,--,1,-9999.0,-9999.0,0.03
854,1WHSP J184948.5+690241,-,--,282.45225,69.04478,15.4,22.5,0,0,1,15.1,-13.1,--,1,-9999.0,-9999.0,0.02
894,1WHSP J210451.0+050320,CRATESJ210449+050303,--,316.21271,5.05564,12.7,137.2,0,0,1,15.1,-11.9,--,1,-9999.0,-9999.0,0.25
905,1WHSP J213306.3-281536,-,--,323.27625,-28.26017,13.3,83.3,0,0,1,15.1,-12.1,--,1,-9999.0,-9999.0,0.16
710,1WHSP J152624.8-070223,1RXSJ152624.2-07022,--,231.60358,-7.03989,13.5,9.8,0,0,2,15.1,-12.6,--,1,-9999.0,-9999.0,0.05
8,1WHSP J001011.7+334851,-,--,2.54875,33.81433,13.1,17.1,0,0,1,15.2,-12.1,--,1,-9999.0,-9999.0,0.16
111,1WHSP J020430.0-213725,-,--,31.12538,-21.62364,14.5,8.5,0,0,1,15.2,-12.6,--,1,-9999.0,-9999.0,0.05
267,1WHSP J054746.5-460709,1RXSJ054746.9-46070,--,86.94413,-46.11942,14.4,17.7,0,0,1,15.2,-12.4,--,1,-9999.0,-9999.0,0.08
291,1WHSP J071959.8+632228,-,--,109.99942,63.37453,14.9,49.9,0,0,1,15.2,-12.7,--,1,-9999.0,-9999.0,0.04
298,1WHSP J074029.8+284850,-,--,115.12442,28.81403,14.6,7.5,0,0,1,15.2,-12.8,--,1,-9999.0,-9999.0,0.03
313,1WHSP J080212.4+554353,-,--,120.552,55.73144,14.8,26.5,0,0,1,15.2,-12.7,--,1,-9999.0,-9999.0,0.04
325,1WHSP J082406.5+613619,RXSJ08241+6136,--,126.02721,61.60542,12.7,22.8,0,0,1,15.2,-11.9,--,1,-9999.0,-9999.0,0.25
368,1WHSP J094502.0-044833,-,--,146.25846,-4.80939,14.6,28.8,0,0,1,15.2,-12.5,--,1,-9999.0,-9999.0,0.06
384,1WHSP J100652.8-075545,-,--,151.72037,-7.92922,14.7,10.7,0,0,1,15.2,-12.0,--,1,-9999.0,-9999.0,0.2
394,1WHSP J101717.9-154933,1RXSJ101717.9-15493,--,154.32462,-15.826,14.9,13.1,0,0,1,15.2,-12.6,--,1,-9999.0,-9999.0,0.05
581,1WHSP J132244.2+664942,-,--,200.68437,66.8285,14.4,14.7,0,0,1,15.2,-12.6,--,1,-9999.0,-9999.0,0.05
641,1WHSP J141335.6+230957,-,--,213.39846,23.16597,15.2,6.2,0,0,1,15.2,-12.7,--,1,-9999.0,-9999.0,0.04
680,1WHSP J145400.8-120154,-,--,223.50367,-12.03169,12.9,8.0,0,0,1,15.2,-12.0,--,1,-9999.0,-9999.0,0.2
758,1WHSP J161049.9+725046,RGBJ1610+728B,--,242.70829,72.84625,12.8,36.5,0,0,1,15.2,-12.0,--,1,-9999.0,-9999.0,0.2
764,1WHSP J161731.8+824106,-,--,244.38287,82.68508,15.2,12.3,0,0,1,15.2,-12.0,--,1,-9999.0,-9999.0,0.2
797,1WHSP J165312.2+761726,1RXSJ165310.7+76173,--,253.30092,76.29061,13.4,58.7,0,0,1,15.2,-12.1,--,1,-9999.0,-9999.0,0.16
856,1WHSP J192024.9+693537,-,--,290.10392,69.59372,15.5,9.6,0,0,1,15.2,-12.9,--,1,-9999.0,-9999.0,0.03
876,1WHSP J203508.6-471708,-,--,308.786,-47.28564,13.4,84.9,0,0,1,15.2,-12.2,--,1,-9999.0,-9999.0,0.13
901,1WHSP J213004.7-563222,-,--,322.51987,-56.53947,14.6,11.0,0,0,1,15.2,-12.5,--,1,-9999.0,-9999.0,0.06
948,1WHSP J225135.5+151722,1RXSJ225135.4+15172,--,342.89829,15.28947,14.4,6.7,0,0,1,15.2,-12.5,--,1,-9999.0,-9999.0,0.06
988,1WHSP J235725.1-171234,-,--,359.35471,-17.20969,15.2,7.9,0,0,1,15.2,-12.8,--,1,-9999.0,-9999.0,0.03
239,1WHSP J050552.0-814358,-,--,76.46687,-81.73286,14.2,31.6,0,0,2,15.2,-12.7,--,1,-9999.0,-9999.0,0.04
18,1WHSP J002254.9-341347,-,--,5.729,-34.22997,14.9,12.2,0,0,1,15.3,-12.5,--,1,-9999.0,-9999.0,0.06
82,1WHSP J013314.1-435850,1RXSJ013313.9-43584,--,23.309,-43.98083,13.6,15.3,0,0,1,15.3,-12.0,--,1,-9999.0,-9999.0,0.2
150,1WHSP J025426.3+160202,1RXSJ025426.5+16015,--,43.60988,16.03394,14.2,5.4,0,0,1,15.3,-12.4,--,1,-9999.0,-9999.0,0.08
202,1WHSP J041422.6-035017,1RXSJ041422.5-03501,--,63.59425,-3.83831,14.5,33.3,0,0,1,15.3,-12.5,--,1,-9999.0,-9999.0,0.06
240,1WHSP J050559.6-292630,-,--,76.49871,-29.44189,14.7,4.3,0,0,1,15.3,-12.3,--,1,-9999.0,-9999.0,0.1
416,1WHSP J104516.2+275133,1RXSJ104516.8+27513,--,161.31788,27.85928,14.8,3.5,0,0,1,15.3,-12.4,--,5,-9999.0,-9999.0,0.08
438,1WHSP J110724.2+451144,1WGAJ1107.4+4511,--,166.85096,45.19556,15.4,12.6,0,0,1,15.3,-12.9,--,1,-9999.0,-9999.0,0.03
468,1WHSP J113641.1+234726,-,--,174.17133,23.79058,13.8,15.4,0,0,1,15.3,-12.1,--,1,-9999.0,-9999.0,0.16
473,1WHSP J114221.7+334201,SDSSJ11423+3342,--,175.59071,33.70053,14.5,5.1,0,0,1,15.3,-12.4,--,0,-9999.0,-9999.0,0.08
559,1WHSP J130713.3-034430,1RXSJ130713.6-03442,--,196.80575,-3.74194,13.3,33.1,0,0,1,15.3,-12.0,--,1,-9999.0,-9999.0,0.2
613,1WHSP J135132.9-263318,-,--,207.88746,-26.55517,12.8,23.1,0,0,1,15.3,-12.0,--,1,-9999.0,-9999.0,0.2
687,1WHSP J150425.6-004742,1RXSJ150425.4-00474,--,226.10687,-0.795,14.1,26.7,0,0,1,15.3,-12.5,--,1,-9999.0,-9999.0,0.06
713,1WHSP J153120.7+564907,-,--,232.83654,56.81872,15.2,8.1,0,0,1,15.3,-12.8,--,1,-9999.0,-9999.0,0.03
825,1WHSP J174419.7+185218,1RXSJ174420.1+18521,--,266.0825,18.87167,14.0,12.8,0,0,1,15.3,-12.3,--,1,-9999.0,-9999.0,0.1
858,1WHSP J192527.1-722044,-,--,291.36308,-72.34578,12.8,0.0,0,0,1,15.3,-11.9,--,1,-9999.0,-9999.0,0.25
968,1WHSP J231752.7-144324,-,--,349.46962,-14.72339,13.1,24.6,0,0,1,15.3,-12.0,--,1,-9999.0,-9999.0,0.2
977,1WHSP J233016.1-233641,1RXSJ233016.6-23364,--,352.56733,-23.61144,14.3,9.9,0,0,1,15.3,-12.4,--,1,-9999.0,-9999.0,0.08
991,1WHSP J235921.3-131129,-,--,359.83892,-13.19147,14.7,30.4,0,0,1,15.3,-12.7,--,1,-9999.0,-9999.0,0.04
992,1WHSP J235955.3+314600,-,--,359.98042,31.76667,13.7,23.7,0,0,1,15.3,-12.2,--,1,-9999.0,-9999.0,0.13
5,1WHSP J000513.7-261438,1WGAJ0005.2-2614,--,1.30717,-26.24394,14.5,37.4,0,0,1,15.4,-12.6,--,1,-9999.0,-9999.0,0.05
89,1WHSP J013944.7+243120,GB6J0139+2431,--,24.93642,24.52239,12.6,137.2,0,0,1,15.4,-11.7,--,1,-9999.0,-9999.0,0.4
133,1WHSP J023224.3+201413,-,--,38.10133,20.23703,14.5,25.5,0,0,1,15.4,-12.7,--,1,-9999.0,-9999.0,0.04
147,1WHSP J025056.8-324313,-,--,42.73683,-32.72042,13.2,11.2,0,0,1,15.4,-11.9,--,1,-9999.0,-9999.0,0.25
152,1WHSP J025448.1-125801,-,--,43.70071,-12.96703,13.0,7.7,0,0,1,15.4,-11.9,--,1,-9999.0,-9999.0,0.25
175,1WHSP J032102.2-040851,1RXSJ032101.9-040846,--,50.25921,-4.14772,14.3,12.7,0,0,1,15.4,-12.3,--,1,-9999.0,-9999.0,0.1
177,1WHSP J032214.1-630740,-,--,50.55904,-63.12778,12.7,15.7,0,0,1,15.4,-11.7,--,1,-9999.0,-9999.0,0.4
223,1WHSP J044627.1-434632,-,--,71.61333,-43.77575,12.9,51.1,0,0,1,15.4,-12.0,--,1,-9999.0,-9999.0,0.2
230,1WHSP J045741.6+062221,-,--,74.42342,6.37267,13.4,9.3,0,0,1,15.4,-12.0,--,1,-9999.0,-9999.0,0.2
250,1WHSP J051439.1-001104,-,--,78.66313,-0.1845,14.1,50.2,0,0,1,15.4,-12.5,--,1,-9999.0,-9999.0,0.06
252,1WHSP J052026.1-555430,-,--,80.10904,-55.9085,14.2,12.8,0,0,1,15.4,-12.4,--,1,-9999.0,-9999.0,0.08
253,1WHSP J052343.3-814201,-,--,80.93042,-81.70053,13.8,45.0,0,0,1,15.4,-12.0,--,1,-9999.0,-9999.0,0.2
256,1WHSP J053051.4-315902,-,--,82.71446,-31.98394,13.6,67.2,0,0,1,15.4,-11.5,--,1,-9999.0,-9999.0,0.63
308,1WHSP J075952.7+805604,-,--,119.96992,80.9345,13.8,12.1,0,0,1,15.4,-11.9,--,1,-9999.0,-9999.0,0.25
319,1WHSP J081222.4+382753,1RXSJ081222.1+38275,--,123.09358,38.46492,13.9,34.9,0,0,1,15.4,-12.0,--,1,-9999.0,-9999.0,0.2
320,1WHSP J081231.2+282056,1WGAJ0812.5+2821,--,123.13025,28.34897,14.3,3.8,0,0,1,15.4,-12.3,--,5,-9999.0,-9999.0,0.1
355,1WHSP J092339.0+052649,-,--,140.91283,5.447,14.3,18.4,0,0,1,15.4,-12.2,--,1,-9999.0,-9999.0,0.13
359,1WHSP J092818.4+042109,-,--,142.07692,4.35261,14.4,6.8,0,0,1,15.4,-12.2,--,1,-9999.0,-9999.0,0.13
365,1WHSP J094340.7+444215,-,--,145.91975,44.70422,14.7,35.5,0,0,1,15.4,-12.6,--,1,-9999.0,-9999.0,0.05
375,1WHSP J095622.6-095514,-,--,149.09425,-9.92075,14.2,14.4,0,0,1,15.4,-12.2,--,1,-9999.0,-9999.0,0.13
547,1WHSP J125408.1-280931,-,--,193.53392,-28.15883,13.2,32.6,0,0,1,15.4,-12.2,--,1,-9999.0,-9999.0,0.13
549,1WHSP J125447.0+175623,1RXSJ125447.5+17561,--,193.69604,17.93992,14.8,2.0,0,0,1,15.4,-12.7,--,1,-9999.0,-9999.0,0.04
730,1WHSP J154819.1-025903,-,--,237.07992,-2.98425,14.4,4.8,0,0,1,15.4,-12.4,--,1,-9999.0,-9999.0,0.08
829,1WHSP J175600.6+332924,1RXSJ175600.4+33291,--,269.00287,33.49003,14.7,21.2,0,0,1,15.4,-12.9,--,1,-9999.0,-9999.0,0.03
843,1WHSP J183141.0+422130,-,--,277.92087,42.35836,15.6,11.4,0,0,1,15.4,-13.0,--,1,-9999.0,-9999.0,0.02
871,1WHSP J201002.9-244737,1RXSJ201003.1-24474,--,302.51221,-24.79381,13.9,29.7,0,0,1,15.4,-12.3,--,1,-9999.0,-9999.0,0.1
899,1WHSP J212319.3+064623,RGBJ2123+067,--,320.83054,6.77311,14.0,29.2,0,0,1,15.4,-12.2,--,1,-9999.0,-9999.0,0.13
975,1WHSP J232606.8-042816,1RXSJ232606.6-042810,--,351.52858,-4.47128,12.7,52.2,0,0,1,15.4,-11.7,--,5,-9999.0,-9999.0,0.4
665,1WHSP J143824.0+085724,1RXSJ143823.8+08572,--,219.60017,8.95683,15.0,58.7,0,0,2,15.4,-12.7,--,1,-9999.0,-9999.0,0.04
844,1WHSP J183200.9+382137,PGC2124822,--,278.00408,38.36028,13.2,36.8,0,0,2,15.4,-12.3,--,1,-9999.0,-9999.0,0.1
108,1WHSP J020314.0-323512,1RXSJ020313.5-32351,--,30.80867,-32.58672,14.0,12.6,0,0,1,15.5,-12.4,--,1,-9999.0,-9999.0,0.08
126,1WHSP J022006.3-391835,1RXSJ022005.5-39184,--,35.02654,-39.30975,15.0,3.8,0,0,1,15.5,-12.5,--,1,-9999.0,-9999.0,0.06
156,1WHSP J030246.3-192425,-,--,45.69304,-19.407,13.0,3.0,0,0,1,15.5,-11.5,--,1,-9999.0,-9999.0,0.63
165,1WHSP J031205.3+312115,1RXSJ031205.2+31212,--,48.02237,31.35444,14.2,4.7,0,0,1,15.5,-12.3,--,1,-9999.0,-9999.0,0.1
196,1WHSP J035532.7-485134,1RXSJ035532.3-48513,--,58.88642,-48.85961,14.4,25.5,0,0,1,15.5,-12.2,--,1,-9999.0,-9999.0,0.13
207,1WHSP J042026.3-651400,-,--,65.10992,-65.23347,13.5,56.9,0,0,1,15.5,-11.8,--,1,-9999.0,-9999.0,0.32
257,1WHSP J053547.3-315342,-,--,83.94737,-31.89522,14.9,5.2,0,0,1,15.5,-12.5,--,1,-9999.0,-9999.0,0.06
261,1WHSP J053645.3-255841,-,--,84.18892,-25.97819,14.3,2.7,0,0,1,15.5,-12.0,--,1,-9999.0,-9999.0,0.2
265,1WHSP J054449.1-193814,-,--,86.205,-19.63731,14.7,12.8,0,0,1,15.5,-12.5,--,1,-9999.0,-9999.0,0.06
268,1WHSP J054903.4-215001,-,--,87.26417,-21.83369,14.1,11.6,0,0,1,15.5,-11.7,--,1,-9999.0,-9999.0,0.4
287,1WHSP J070106.0-562822,1RXSJ070106.5-56282,--,105.27517,-56.473,14.2,15.6,0,0,1,15.5,-11.9,--,1,-9999.0,-9999.0,0.25
301,1WHSP J074735.7+612603,-,--,116.89892,61.43419,13.9,1.5,0,0,1,15.5,-11.8,--,1,-9999.0,-9999.0,0.32
305,1WHSP J075329.5+535111,-,--,118.37308,53.85325,13.1,42.4,0,0,1,15.5,-11.6,--,1,-9999.0,-9999.0,0.5
310,1WHSP J080015.5+561107,-,--,120.06471,56.18547,13.6,9.6,0,0,1,15.5,-12.0,--,1,-9999.0,-9999.0,0.2
314,1WHSP J080508.9+685600,1RXSJ080507.8+68555,--,121.28729,68.93361,13.8,22.7,0,0,1,15.5,-12.0,--,1,-9999.0,-9999.0,0.2
342,1WHSP J085834.3-071839,-,--,134.643,-7.31111,14.7,4.6,0,0,1,15.5,-12.5,--,1,-9999.0,-9999.0,0.06
363,1WHSP J093938.5-031503,-,--,144.91046,-3.25097,14.4,2.2,0,0,1,15.5,-12.4,--,1,-9999.0,-9999.0,0.08
395,1WHSP J102004.7-120959,-,--,155.01967,-12.1665,14.4,36.3,0,0,1,15.5,-12.5,--,1,-9999.0,-9999.0,0.06
474,1WHSP J114222.6-130643,1RXSJ114222.9-13064,--,175.59429,-13.11208,13.7,3.7,0,0,1,15.5,-11.7,--,1,-9999.0,-9999.0,0.4
610,1WHSP J134833.6-063508,-,--,207.14033,-6.58575,14.9,35.9,0,0,1,15.5,-12.5,--,1,-9999.0,-9999.0,0.06
701,1WHSP J151549.8-305817,-,--,228.95758,-30.97147,13.4,6.3,0,0,1,15.5,-12.1,--,1,-9999.0,-9999.0,0.16
736,1WHSP J155053.2-082246,1RXSJ155053.0-08225,--,237.722,-8.37967,13.4,26.9,0,0,1,15.5,-11.8,--,1,-9999.0,-9999.0,0.32
802,1WHSP J170622.7+063847,-,--,256.59479,6.64653,14.2,44.4,0,0,1,15.5,-12.4,--,1,-9999.0,-9999.0,0.08
817,1WHSP J173044.7+380454,1RXSJ173044.2+38045,--,262.68663,38.08192,13.5,7.3,0,0,1,15.5,-12.4,--,1,-9999.0,-9999.0,0.08
889,1WHSP J210002.9-350622,-,--,315.01238,-35.10633,13.1,72.6,0,0,1,15.5,-12.3,--,1,-9999.0,-9999.0,0.1
910,1WHSP J214130.8+211526,-,--,325.37871,21.25742,14.1,26.8,0,0,1,15.5,-12.2,--,1,-9999.0,-9999.0,0.13
924,1WHSP J220107.1+050436,GB6J2201+0504,--,330.27996,5.07681,12.0,261.2,0,0,1,15.5,-11.6,--,1,-9999.0,-9999.0,0.5
935,1WHSP J222512.6+113600,RXSJ22251+1136,--,336.30271,11.60025,14.3,9.8,0,0,1,15.5,-12.3,--,1,-9999.0,-9999.0,0.1
939,1WHSP J223529.5-151642,-,--,338.87329,-15.27836,14.2,28.0,0,0,1,15.5,-12.4,--,1,-9999.0,-9999.0,0.08
955,1WHSP J230329.8+032156,1RXSJ230330.2+03214,--,345.87454,3.36581,14.8,3.9,0,0,1,15.5,-12.4,--,1,-9999.0,-9999.0,0.08
986,1WHSP J235318.8+202032,1WGAJ2353.3+2020,--,358.3285,20.34242,13.8,120.7,0,0,1,15.5,-12.4,--,1,-9999.0,-9999.0,0.08
148,1WHSP J025307.6-332822,-,--,43.28196,-33.47292,14.4,0.0,0,0,2,15.5,-12.7,--,1,-9999.0,-9999.0,0.04
788,1WHSP J164345.6-111925,1RXSJ164345.3-11193,--,250.94033,-11.32369,14.3,18.3,0,0,2,15.5,-12.5,--,1,-9999.0,-9999.0,0.06
799,1WHSP J165504.1+660100,-,--,253.76742,66.01683,14.9,6.8,0,0,2,15.5,-13.0,--,1,-9999.0,-9999.0,0.02
55,1WHSP J010118.0-065014,1RXSJ010117.8-06501,--,15.32508,-6.83747,14.0,28.2,0,0,1,15.6,-12.4,--,1,-9999.0,-9999.0,0.08
117,1WHSP J021409.8-473235,-,--,33.54092,-47.54311,13.8,0.0,0,0,1,15.6,-12.4,--,1,-9999.0,-9999.0,0.08
172,1WHSP J031746.6+201106,-,--,49.44417,20.18525,13.8,25.8,0,0,1,15.6,-12.2,--,1,-9999.0,-9999.0,0.13
191,1WHSP J034427.3-523557,1RXSJ034427.6-52354,--,56.11392,-52.59936,14.8,22.2,0,0,1,15.6,-12.2,--,1,-9999.0,-9999.0,0.13
200,1WHSP J040352.3-571942,1RXSJ040352.3-57193,--,60.96792,-57.32842,14.1,8.8,0,0,1,15.6,-12.5,--,1,-9999.0,-9999.0,0.06
215,1WHSP J043332.8-104232,-,--,68.38704,-10.709,13.9,16.1,0,0,1,15.6,-12.3,--,1,-9999.0,-9999.0,0.1
217,1WHSP J043726.9-462500,1WGAJ0437.4-4625,--,69.36212,-46.41672,13.0,0.0,0,0,1,15.6,-11.5,--,1,-9999.0,-9999.0,0.63
277,1WHSP J061205.1-431721,-,--,93.02138,-43.28925,14.3,23.9,0,0,1,15.6,-12.0,--,1,-9999.0,-9999.0,0.2
285,1WHSP J065133.6-632233,-,--,102.89004,-63.37611,14.4,14.9,0,0,1,15.6,-12.1,--,1,-9999.0,-9999.0,0.16
322,1WHSP J081343.5-754758,1RXSJ081343.4-75480,--,123.4315,-75.79967,13.8,21.5,0,0,1,15.6,-12.0,--,1,-9999.0,-9999.0,0.2
323,1WHSP J082253.2+701357,GB6J0822+7014,--,125.72167,70.23267,12.8,112.8,0,0,1,15.6,-11.9,--,1,-9999.0,-9999.0,0.25
326,1WHSP J082427.8+624937,1RXSJ082426.8+62493,--,126.11613,62.82722,14.4,5.7,0,0,1,15.6,-12.0,--,1,-9999.0,-9999.0,0.2
335,1WHSP J083952.6-054547,-,--,129.96954,-5.76311,14.7,5.3,0,0,1,15.6,-12.3,--,1,-9999.0,-9999.0,0.1
379,1WHSP J095849.8+703959,1WGAJ0958.8+7040,--,149.70758,70.6665,13.9,31.4,0,0,1,15.6,-11.8,--,1,-9999.0,-9999.0,0.32
524,1WHSP J122903.0-140251,1RXSJ122902.6-14025,--,187.26258,-14.04761,14.6,20.7,0,0,1,15.6,-12.4,--,1,-9999.0,-9999.0,0.08
560,1WHSP J130750.6+124828,1RXSJ130750.7+12482,--,196.96117,12.80792,14.8,8.1,0,0,1,15.6,-12.4,--,1,-9999.0,-9999.0,0.08
576,1WHSP J131934.1+312911,-,--,199.89229,31.48656,14.5,1.5,0,0,1,15.6,-12.5,--,1,-9999.0,-9999.0,0.06
591,1WHSP J132845.8+720402,-,--,202.19092,72.06744,14.1,8.1,0,0,1,15.6,-12.3,--,1,-9999.0,-9999.0,0.1
623,1WHSP J140203.8+674104,-,--,210.516,67.68461,14.3,11.7,0,0,1,15.6,-12.2,--,1,-9999.0,-9999.0,0.13
708,1WHSP J152213.8-074818,-,--,230.55788,-7.80517,14.3,26.9,0,0,1,15.6,-12.0,--,1,-9999.0,-9999.0,0.2
723,1WHSP J153955.2-181436,1RXSJ153955.8-18143,--,234.98025,-18.24358,13.6,5.5,0,0,1,15.6,-12.0,--,1,-9999.0,-9999.0,0.2
765,1WHSP J161737.7-104734,1RXSJ161738.3-10474,--,244.40733,-10.79283,14.1,7.1,0,0,1,15.6,-12.3,--,1,-9999.0,-9999.0,0.1
804,1WHSP J171105.8+120812,1RXSJ171106.3+12080,--,257.77454,12.13694,14.4,38.3,0,0,1,15.6,-12.4,--,1,-9999.0,-9999.0,0.08
827,1WHSP J175052.7+550750,-,--,267.71971,55.13072,14.7,11.4,0,0,1,15.6,-12.6,--,1,-9999.0,-9999.0,0.05
869,1WHSP J200204.1-573645,-,--,300.51742,-57.61258,13.3,18.0,0,0,1,15.6,-12.0,--,1,-9999.0,-9999.0,0.2
885,1WHSP J205253.9-261511,-,--,313.22496,-26.25331,13.4,3.5,0,0,1,15.6,-12.1,--,1,-9999.0,-9999.0,0.16
925,1WHSP J220123.8+294934,1RXSJ220123.5+294928,--,330.34925,29.82628,13.4,6.8,0,0,1,15.6,-11.3,--,1,-9999.0,-9999.0,1.0
54,1WHSP J010010.7-023451,1RXSJ010011.2-02345,--,15.04467,-2.581,14.1,11.6,0,0,2,15.6,-12.2,--,1,-9999.0,-9999.0,0.13
95,1WHSP J015219.8+364017,-,--,28.08275,36.67158,13.9,18.1,0,0,2,15.6,-12.4,--,1,-9999.0,-9999.0,0.08
105,1WHSP J020121.7-225925,1RXSJ020121.7-225931,--,30.34075,-22.99053,13.2,13.2,0,0,2,15.6,-12.2,--,1,-9999.0,-9999.0,0.13
109,1WHSP J020356.0-244454,1RXSJ020356.1-24444,--,30.98358,-24.74853,14.6,11.3,0,0,2,15.6,-12.6,--,1,-9999.0,-9999.0,0.05
225,1WHSP J044917.0-422342,-,--,72.32104,-42.39525,14.3,20.0,0,0,2,15.6,-12.3,--,1,-9999.0,-9999.0,0.1
961,1WHSP J230814.8-160446,-,--,347.06204,-16.07967,13.7,9.5,0,0,2,15.6,-12.1,--,1,-9999.0,-9999.0,0.16
9,1WHSP J001253.8-162656,1RXSJ001254.3-16265,--,3.22442,-16.44894,14.7,10.1,0,0,1,15.7,-11.6,--,1,-9999.0,-9999.0,0.5
178,1WHSP J032228.3-504539,1RXSJ032227.9-504537,--,50.61796,-50.76108,15.1,16.0,0,0,1,15.7,-12.5,--,1,-9999.0,-9999.0,0.06
211,1WHSP J042307.9-315958,1RXSJ042308.1-32000,--,65.78325,-31.99953,14.9,5.3,0,0,1,15.7,-12.3,--,1,-9999.0,-9999.0,0.1
229,1WHSP J045658.5-080530,-,--,74.24396,-8.09181,14.0,3.7,0,0,1,15.7,-12.2,--,1,-9999.0,-9999.0,0.13
255,1WHSP J052643.1-180813,-,--,81.67996,-18.13717,13.8,14.5,0,0,1,15.7,-12.1,--,1,-9999.0,-9999.0,0.16
270,1WHSP J055734.3-685340,1RXSJ055734.3-68534,--,89.39292,-68.89472,14.3,34.0,0,0,1,15.7,-12.5,--,1,-9999.0,-9999.0,0.06
404,1WHSP J102731.6+584547,1RXSJ102732.7+58454,--,156.88175,58.76325,15.1,65.6,0,0,1,15.7,-13.0,--,1,-9999.0,-9999.0,0.02
424,1WHSP J105707.4+551032,1RXSJ105707.3+551036,--,164.281,55.17558,14.4,6.0,0,0,1,15.7,-12.2,--,5,-9999.0,-9999.0,0.13
453,1WHSP J112211.6+431647,SDSSJ112211.81+43164,5BZBJ1122+4316,170.54846,43.27989,14.4,3.0,0,0,1,15.7,-12.3,--,0,-9999.0,-9999.0,0.1
518,1WHSP J122340.1+124203,-,--,185.91729,12.701,13.9,56.5,0,0,1,15.7,-12.0,--,1,-9999.0,-9999.0,0.2
643,1WHSP J141409.2+343058,1RXSJ141409.9+34305,5BZGJ1414+3430,213.53863,34.51614,14.1,4.8,0,0,1,15.7,-12.4,--,0,-9999.0,-9999.0,0.08
652,1WHSP J142452.6-143101,1RXSJ142452.2-14311,--,216.2195,-14.51706,14.4,4.7,0,0,1,15.7,-12.3,--,1,-9999.0,-9999.0,0.1
748,1WHSP J155941.9+634415,1WGAJ1559.6+6344,--,239.92496,63.73775,14.8,1.3,0,0,1,15.7,-12.2,--,1,-9999.0,-9999.0,0.13
766,1WHSP J161757.9+602416,1RXSJ161758.8+60242,--,244.49129,60.40461,16.0,14.3,0,0,1,15.7,-13.0,--,1,-9999.0,-9999.0,0.02
828,1WHSP J175156.8+655117,1RXSJ175157.7+65512,--,267.98687,65.85486,14.1,40.6,0,0,1,15.7,-12.6,--,1,-9999.0,-9999.0,0.05
926,1WHSP J220146.9-145439,-,--,330.44558,-14.91103,14.1,35.1,0,0,1,15.7,-12.4,--,1,-9999.0,-9999.0,0.08
946,1WHSP J224833.3+322334,-,--,342.13892,32.39278,14.2,17.6,0,0,1,15.7,-12.4,--,1,-9999.0,-9999.0,0.08
965,1WHSP J231306.4-550406,CRATESJ231305-550356,--,348.27692,-55.06861,13.8,93.0,0,0,1,15.7,-12.5,--,1,-9999.0,-9999.0,0.06
37,1WHSP J004707.0+124454,-,--,11.77921,12.74858,14.5,48.8,0,0,2,15.7,-12.5,--,1,-9999.0,-9999.0,0.06
204,1WHSP J041645.2-552529,-,--,64.18863,-55.42486,14.5,39.3,0,0,2,15.7,-12.9,--,1,-9999.0,-9999.0,0.03
